date,portfolio_value,daily_return,benchmark_return,excess_return,cash,long_market_value,short_market_value,gross_exposure,net_exposure,borrow_cost,spy_short_hedge_target,stock_short_gross_target,spy_short_market_value,spy_short_weight,cumulative_return,strategy_nav,benchmark_nav,drawdown,rolling_63_return,rolling_63_excess_return,daily_turnover
2026-01-02,523440.7625685844,0.04688152513716881,0.001833059595331532,0.04504846554183728,-1.4551915228366852e-11,523440.7625685844,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.04688152513716881,1.0468815251371688,1.0018330595953315,0.0,,,0.49960031974420466
2026-01-05,531049.7028511635,0.01453639232306081,0.0066601285187537496,0.00787626380430706,-1.4551915228366852e-11,531049.7028511635,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.06209940570232697,1.062099405702327,1.0085053965265727,0.0,,,0.0
2026-01-06,569145.1863275276,0.07173619205854465,0.0059471878101220454,0.0657890042484226,-1.4551915228366852e-11,569145.1863275276,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.13829037265505528,1.1382903726550553,1.0145031675272378,0.0,,,0.0
2026-01-07,548701.6328856254,-0.03591975111626011,-0.0032234283982461864,-0.032696322718013926,-1.4551915228366852e-11,548701.6328856254,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.09740326577125069,1.0974032657712507,1.0112329892069198,-0.03591975111626011,,,0.0
2026-01-08,540534.9955425707,-0.014883566684695704,-0.00010151106573852431,-0.01478205561895718,-1.4551915228366852e-11,540534.9955425707,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.08106999108514135,1.0810699910851413,1.0111303378684755,-0.05026870378991943,,,0.0
2026-01-09,571952.267871863,0.05812255004462141,0.0066133921200393075,0.051509157924582105,-1.4551915228366852e-11,571952.267871863,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.14390453574372586,1.1439045357437259,1.0178173392772676,0.0,,,0.0
2026-01-12,584064.6471182688,0.021177255387890837,0.0015704467845747416,0.019606808603316095,-1.4551915228366852e-11,584064.6471182688,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.16812929423653755,1.1681292942365376,1.01941576724502,0.0,,,0.0
2026-01-13,582737.0430119082,-0.002273043083348525,-0.00199953967384503,-0.00027350340950349494,-1.4551915228366852e-11,582737.0430119082,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.1654740860238164,1.1654740860238164,1.0173774049742703,-0.002273043083348525,,,0.0
2026-01-14,580627.953056826,-0.0036192824540228763,-0.004915173617672908,0.0012958911636500314,-1.4551915228366852e-11,580627.953056826,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.16125590611365204,1.161255906113652,1.0123768183941242,-0.005884098752422573,,,0.0
2026-01-15,594029.4919995922,0.023081112220331823,0.00272321687328958,0.020357895347042243,-1.4551915228366852e-11,594029.4919995922,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.18805898399918441,1.1880589839991844,1.0151337400281022,0.0,,,0.0
