date,portfolio_value,daily_return,benchmark_return,excess_return,cash,long_market_value,short_market_value,gross_exposure,net_exposure,borrow_cost,spy_short_hedge_target,spy_short_market_value,spy_short_weight,cumulative_return,strategy_nav,benchmark_nav,drawdown,rolling_63_return,rolling_63_excess_return,daily_turnover
2026-01-02,513001.04325235414,0.026002086504708366,0.001833059595331532,0.024169026909376834,0.0,513001.04325235414,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.026002086504708366,1.0260020865047084,1.0018330595953315,0.0,,,0.49960031974420466
2026-01-05,515921.72313355986,0.0056933215236543155,0.0066601285187537496,-0.000966806995099434,0.0,515921.72313355986,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.03184344626711977,1.0318434462671198,1.0085053965265727,0.0,,,0.6046520785446845
2026-01-06,551225.7547795944,0.06842904662282479,0.0059471878101220454,0.06248185881270274,0.0,551225.7547795944,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.10245150955918869,1.1024515095591887,1.0145031675272378,0.0,,,0.19531081461259858
2026-01-07,539293.2428604392,-0.02164723221963083,-0.0032234283982461864,-0.018423803821384643,-7.275957614183426e-12,539293.2428604392,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.07858648572087845,1.0785864857208785,1.0112329892069198,-0.02164723221963072,,,0.18793656206928377
2026-01-08,532894.5570946628,-0.011864947040384655,-0.00010151106573852431,-0.01176343597464613,0.0,532894.5570946628,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.06578911418932565,1.0657891141893256,1.0111303378684755,-0.0332553359961586,,,0.29120427461697135
2026-01-09,555633.5118726672,0.04267064558132683,0.0066133921200393075,0.03605725346128752,-7.275957614183426e-12,555633.5118726672,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.11126702374533437,1.1112670237453344,1.0178173392772676,0.0,,,0.2864388924440453
2026-01-12,565641.9107921058,0.01801259050359838,0.0015704467845747416,0.01644214371902364,-7.275957614183426e-12,565641.9107921058,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.1312838215842116,1.1312838215842116,1.01941576724502,0.0,,,0.37290988683470605
2026-01-13,566240.5587400713,0.001058351470327068,-0.00199953967384503,0.003057891144172098,-7.275957614183426e-12,566240.5587400713,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.13248111748014257,1.1324811174801426,1.0173774049742703,0.0,,,0.18944797968410976
2026-01-14,564061.5233928808,-0.003848250206659465,-0.004915173617672908,0.001066923411013443,-7.275957614183426e-12,564061.5233928808,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.1281230467857617,1.1281230467857617,1.0123768183941242,-0.003848250206659465,,,0.19128723367738784
2026-01-15,590132.3024462245,0.04621974371966653,0.00272321687328958,0.04349652684637695,0.0,590132.3024462245,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.180264604892449,1.180264604892449,1.0151337400281022,0.0,,,0.3121108283712412
2026-01-16,591554.5235369856,0.0024100037989205347,-0.0008378597014612188,0.0032478635003817535,-7.275957614183426e-12,591554.5235369856,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.18310904707397135,1.1831090470739714,1.014283200375739,0.0,,,0.19974975449318638
2026-01-20,590954.7439127166,-0.0010139042140745458,-0.02035682271671191,0.019342918502637363,-7.275957614183426e-12,590954.7439127166,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.18190948782543326,1.1819094878254333,0.9936356170811509,-0.0010139042140746568,,,0.27611873992910696
2026-01-21,618852.3030611248,0.04720760673431301,0.011541072640074201,0.03566653409423881,0.0,618852.3030611248,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.23770460612224942,1.2377046061222494,1.0051032379156495,0.0,,,0.08976528640318822
2026-01-22,619283.387095254,0.000696586296919266,0.005223227313606804,-0.004526641016687538,-7.275957614183426e-12,619283.387095254,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.23856677419050798,1.238566774190508,1.010353120600925,0.0,,,0.09304706463105429
2026-01-23,604716.5962890259,-0.023522011262975484,0.00036285523418388976,-0.023884866497159374,-7.275957614183426e-12,604716.5962890259,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.2094331925780517,1.2094331925780517,1.010719732519109,-0.023522011262975373,,,0.2740883548726873
2026-01-26,604993.6535844592,0.00045816056171377184,0.005078130668289882,-0.00461997010657611,-7.275957614183426e-12,604993.6535844592,0.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.20998730716891845,1.2099873071689184,1.0158522993898602,-0.02307462755915457,,,0.07699252633554006
